Country/Region,Confirmed,New cases
Argentina,167416.0,4890.0
Bangladesh,226225.0,2772.0
Brazil,2442375.0,23284.0
Chile,347923.0,2133.0
Colombia,257101.0,16306.0
France,220352.0,2551.0
India,1480073.0,44457.0
Indonesia,100303.0,1525.0
Iran,293606.0,2434.0
Iraq,112585.0,2553.0
Mexico,395489.0,4973.0
Pakistan,274289.0,1176.0
Peru,389717.0,13756.0
Russia,816680.0,5607.0
Saudi Arabia,268934.0,1993.0
South Africa,452529.0,7096.0
US,4290259.0,56336.0
